"Log_BG","Log_Freq_HAL","Ortho_N","Stimulus","Type","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Experimental_intro","correct_Introduction","correct_Practice_intro","correct_experimenter_kb","correct_response","count_End_Of_Experiment","count_End_Of_Practice","count_Experimental_Loop","count_Experimental_intro","count_Fixation","count_Introduction","count_Practice_Loop","count_Practice_intro","count_Stimulus","count_block_break_feedback","count_experimental_sequence","count_experimenter_kb","count_increment_trial_count","count_init_trial_count","count_logger","count_practice_sequence","count_right","count_task","count_wrong","datetime","description","disable_garbage_collection","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Experimental_Loop","live_row_Practice_Loop","logfile","mouse_backend","opensesame_codename","opensesame_version","osf_always_upload_data","osf_always_upload_experiment","osf_datanode_id","osf_id","repeat_cycle","response","response_End_Of_Experiment","response_Experimental_intro","response_Introduction","response_Practice_intro","response_block_break_feedback","response_experimenter_kb","response_time","response_time_End_Of_Experiment","response_time_Experimental_intro","response_time_Introduction","response_time_Practice_intro","response_time_block_break_feedback","response_time_experimenter_kb","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_End_Of_Experiment","time_End_Of_Practice","time_Experimental_Loop","time_Experimental_intro","time_Fixation","time_Introduction","time_Practice_Loop","time_Practice_intro","time_Stimulus","time_block_break_feedback","time_experimental_sequence","time_experimenter_kb","time_increment_trial_count","time_init_trial_count","time_logger","time_practice_sequence","time_right","time_task","time_wrong","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"2.719886232","7.98","2","quiz","word","94.82758620689656","94.82758620689656","970.1724137931035","970.1724137931035","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","j","0","0","0","0","57","0","0","0","57","0","53","57","53","0","53","3","57","0","57","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","53","53","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","j","NA","space","space","space","space","j","667","NA","2002","27712","6523","5917","667","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","168829","4024","38263","31739","169334","157281","168826","169334","168747","51856","170002","45838","168247","4013","122800","Lexical Decision Task","55","56270","58","yes","1024"
"2.966923697","5.4","2","fume","word","94.91525423728814","94.91525423728814","972.4406779661017","972.4406779661017","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","j","0","0","0","0","58","0","0","0","58","0","54","58","54","0","54","3","58","0","58","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","54","54","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","j","NA","space","space","space","space","j","1104","NA","2002","27712","6523","5917","1104","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","170583","4024","38263","31739","171087","157281","170581","171087","170507","51856","172192","45838","170007","4013","122800","Lexical Decision Task","56","57374","59","yes","1024"
"2.708989954","9.28","9","bowl","word","95","95","965.5","965.5","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","j","0","0","0","0","59","0","0","0","59","0","55","59","55","0","55","3","59","0","59","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","55","55","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","j","NA","space","space","space","space","j","556","NA","2002","27712","6523","5917","556","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","172780","4024","38263","31739","173283","157281","172778","173283","172702","51856","173840","45838","172202","4013","122800","Lexical Decision Task","57","57930","60","yes","1024"
"3.159867847","5.98","5","brim","word","93.44262295081967","93.44262295081967","959.7540983606557","959.7540983606557","black","no","legacy","legacy","legacy","0","uniform","0","undefined","undefined","undefined","0","j","0","0","0","0","60","0","0","0","60","0","56","60","56","0","56","3","60","0","60","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","56","56","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","f","NA","space","space","space","space","f","615","NA","2002","27712","6523","5917","615","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","174420","4024","38263","31739","174925","157281","174418","174926","174344","51856","175542","45838","173844","4013","122800","Lexical Decision Task","57","58545","61","yes","1024"
"2.809559715","8.44","4","volt","word","93.54838709677419","93.54838709677419","956.3225806451613","956.3225806451613","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","j","0","0","0","0","61","0","0","0","61","0","57","61","57","0","57","3","61","0","61","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","57","57","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","j","NA","space","space","space","space","j","747","NA","2002","27712","6523","5917","747","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","177128","4024","38263","31739","177632","157281","177127","177632","177046","51856","178380","45838","173844","4013","175546","Lexical Decision Task","58","59292","62","yes","1024"
"2.952953801","0","8","clax","non-word","93.65079365079364","93.65079365079364","950.2539682539683","950.2539682539683","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","f","0","0","0","0","62","0","0","0","62","0","58","62","58","0","58","3","62","0","62","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","58","58","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","f","NA","space","space","space","space","f","574","NA","2002","27712","6523","5917","574","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","178959","4024","38263","31739","179462","157281","178957","179462","178890","51856","180036","45838","178389","4013","175546","Lexical Decision Task","59","59866","63","yes","1024"
"2.82129731","6.72","5","plum","word","93.75","93.75","943.859375","943.859375","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","j","0","0","0","0","63","0","0","0","63","0","59","63","59","0","59","3","63","0","63","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","59","59","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","j","NA","space","space","space","space","j","541","NA","2002","27712","6523","5917","541","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","180616","4024","38263","31739","181117","157281","180614","181117","180539","51856","181659","45838","180039","4013","175546","Lexical Decision Task","60","60407","64","yes","1024"
"3.153001286","8.7","5","palm","word","93.84615384615384","93.84615384615384","939.5846153846154","939.5846153846154","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","j","0","0","0","0","64","0","0","0","64","0","60","64","60","0","60","3","64","0","64","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","60","60","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","j","NA","space","space","space","space","j","666","NA","2002","27712","6523","5917","666","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","182230","4024","38263","31739","182735","157281","182228","182735","182162","51856","183402","45838","181662","4013","175546","Lexical Decision Task","61","61073","65","yes","1024"
"3.208978517","10.33","4","fish","word","93.93939393939394","93.93939393939394","933.3939393939394","933.3939393939394","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","j","0","0","0","0","65","0","0","0","65","0","61","65","61","0","61","3","65","0","65","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","61","61","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","j","NA","space","space","space","space","j","531","NA","2002","27712","6523","5917","531","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","183992","4024","38263","31739","184498","157281","183991","184498","183915","51856","185030","45838","183414","4013","175546","Lexical Decision Task","62","61604","66","yes","1024"
"3.133964479","0","8","graw","non-word","92.53731343283582","92.53731343283582","926.6119402985074","926.6119402985074","black","no","legacy","legacy","legacy","0","uniform","0","undefined","undefined","undefined","0","f","0","0","0","0","66","0","0","0","66","0","62","66","62","0","62","3","66","0","66","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","62","62","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","j","NA","space","space","space","space","j","479","NA","2002","27712","6523","5917","479","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","185616","4024","38263","31739","186119","157281","185614","186119","185534","51856","186599","45838","185034","4013","175546","Lexical Decision Task","62","62083","67","yes","1024"
"3.16326079","0","5","parg","non-word","92.6470588235294","92.6470588235294","924.5441176470588","924.5441176470588","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","f","0","0","0","0","67","0","0","0","67","0","63","67","63","0","63","3","67","0","67","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","63","63","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","f","NA","space","space","space","space","f","786","NA","2002","27712","6523","5917","786","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","188192","4024","38263","31739","188696","157281","188190","188696","188109","51856","189483","45838","185034","4013","186609","Lexical Decision Task","63","62869","68","yes","1024"
"3.474361976","5.24","6","veer","word","91.30434782608695","91.30434782608695","925.0869565217391","925.0869565217391","black","no","legacy","legacy","legacy","0","uniform","0","undefined","undefined","undefined","0","j","0","0","0","0","68","0","0","0","68","0","64","68","64","0","64","3","68","0","68","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","64","64","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","f","NA","space","space","space","space","f","962","NA","2002","27712","6523","5917","962","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","190062","4024","38263","31739","190566","157281","190060","190567","189988","51856","191530","45838","189488","4013","186609","Lexical Decision Task","63","63831","69","yes","1024"
"2.986323777","10.85","8","ship","word","91.42857142857143","91.42857142857143","920.3142857142857","920.3142857142857","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","j","0","0","0","0","69","0","0","0","69","0","65","69","65","0","65","3","69","0","69","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","65","65","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","j","NA","space","space","space","space","j","591","NA","2002","27712","6523","5917","591","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","193124","4024","38263","31739","193629","157281","193122","193629","193033","51856","194221","45838","189488","4013","191533","Lexical Decision Task","64","64422","70","yes","1024"
"2.782472624","10.55","2","huge","word","91.54929577464789","91.54929577464789","915.9577464788732","915.9577464788732","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","j","0","0","0","0","70","0","0","0","70","0","66","70","66","0","66","3","70","0","70","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","66","66","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","j","NA","space","space","space","space","j","611","NA","2002","27712","6523","5917","611","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","194808","4024","38263","31739","195311","157281","194806","195311","194725","51856","195923","45838","194225","4013","191533","Lexical Decision Task","65","65033","71","yes","1024"
"3.276537627","9.15","5","trap","word","91.66666666666667","91.66666666666667","911.6388888888889","911.6388888888889","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","j","0","0","0","0","71","0","0","0","71","0","67","71","67","0","67","3","71","0","71","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","67","67","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","j","NA","space","space","space","space","j","605","NA","2002","27712","6523","5917","605","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","196508","4024","38263","31739","197012","157281","196506","197012","196435","51856","197617","45838","195935","4013","191533","Lexical Decision Task","66","65638","72","yes","1024"
"3.307211407","6.07","7","honk","word","91.78082191780823","91.78082191780823","909.5616438356165","909.5616438356165","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","j","0","0","0","0","72","0","0","0","72","0","68","72","68","0","68","3","72","0","72","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","68","68","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","j","NA","space","space","space","space","j","760","NA","2002","27712","6523","5917","760","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","198205","4024","38263","31739","198710","157281","198204","198710","198128","51856","199471","45838","197627","4013","191533","Lexical Decision Task","67","66398","73","yes","1024"
"3.248054965","7.86","5","glow","word","91.89189189189189","91.89189189189189","904.3378378378378","904.3378378378378","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","j","0","0","0","0","73","0","0","0","73","0","69","73","69","0","69","3","73","0","73","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","69","69","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","j","NA","space","space","space","space","j","523","NA","2002","27712","6523","5917","523","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","200047","4024","38263","31739","200553","157281","200046","200553","199975","51856","201077","45838","199475","4013","191533","Lexical Decision Task","68","66921","74","yes","1024"
"2.839268497","0","8","maft","non-word","92","92","903.7866666666666","903.7866666666666","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","f","0","0","0","0","74","0","0","0","74","0","70","74","70","0","70","3","74","0","74","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","70","70","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","f","NA","space","space","space","space","f","863","NA","2002","27712","6523","5917","863","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","201665","4024","38263","31739","202166","157281","201663","202166","201588","51856","203030","45838","201087","4013","191533","Lexical Decision Task","69","67784","75","yes","1024"
"3.257359335","8","6","brew","word","92.10526315789474","92.10526315789474","899.921052631579","899.921052631579","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","j","0","0","0","0","75","0","0","0","75","0","71","75","71","0","71","3","75","0","75","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","71","71","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","j","NA","space","space","space","space","j","610","NA","2002","27712","6523","5917","610","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","203624","4024","38263","31739","204125","157281","203622","204125","203543","51856","204736","45838","203043","4013","191533","Lexical Decision Task","70","68394","76","yes","1024"
"2.744553742","0","2","nawk","non-word","90.9090909090909","90.9090909090909","899.7142857142857","899.7142857142857","black","no","legacy","legacy","legacy","0","uniform","0","undefined","undefined","undefined","0","f","0","0","0","0","76","0","0","0","76","0","72","76","72","0","72","3","76","0","76","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","72","72","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","j","NA","space","space","space","space","j","884","NA","2002","27712","6523","5917","884","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","205315","4024","38263","31739","205816","157281","205313","205816","205240","51856","206701","45838","204740","4013","191533","Lexical Decision Task","70","69278","77","yes","1024"
"2.937852093","0","7","bamp","non-word","91.02564102564102","91.02564102564102","898.7051282051282","898.7051282051282","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","f","0","0","0","0","77","0","0","0","77","0","73","77","73","0","73","3","77","0","77","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","73","73","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","f","NA","space","space","space","space","f","821","NA","2002","27712","6523","5917","821","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","208285","4024","38263","31739","208791","157281","208284","208791","208205","51856","209613","45838","204740","4013","206705","Lexical Decision Task","71","70099","78","yes","1024"
"3.368162872","0","4","ferk","non-word","91.13924050632912","91.13924050632912","897.253164556962","897.253164556962","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","f","0","0","0","0","78","0","0","0","78","0","74","78","74","0","74","3","78","0","78","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","74","74","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","f","NA","space","space","space","space","f","784","NA","2002","27712","6523","5917","784","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","210210","4024","38263","31739","210713","157281","210208","210713","210122","51856","211498","45838","209622","4013","206705","Lexical Decision Task","72","70883","79","yes","1024"
"3.119255889","6.63","2","itch","word","91.25","91.25","895","895","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","j","0","0","0","0","79","0","0","0","79","0","75","79","75","0","75","3","79","0","79","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","75","75","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","j","NA","space","space","space","space","j","717","NA","2002","27712","6523","5917","717","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","212086","4024","38263","31739","212590","157281","212084","212590","212009","51856","213308","45838","211509","4013","206705","Lexical Decision Task","73","71600","80","yes","1024"
"2.983324025","9.56","2","debt","word","91.35802469135803","91.35802469135803","890.8271604938271","890.8271604938271","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","j","0","0","0","0","80","0","0","0","80","0","76","80","76","0","76","3","80","0","80","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","76","76","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","j","NA","space","space","space","space","j","557","NA","2002","27712","6523","5917","557","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","213880","4024","38263","31739","214381","157281","213880","214381","213812","51856","214939","45838","213311","4013","206705","Lexical Decision Task","74","72157","81","yes","1024"
"2.868644438","10.52","4","town","word","91.46341463414635","91.46341463414635","888","888","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","j","0","0","0","0","81","0","0","0","81","0","77","81","77","0","77","3","81","0","81","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","77","77","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","j","NA","space","space","space","space","j","659","NA","2002","27712","6523","5917","659","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","215522","4024","38263","31739","216025","157281","215520","216025","215453","51856","216685","45838","214953","4013","206705","Lexical Decision Task","75","72816","82","yes","1024"
"2.576725172","0","8","gowl","non-word","91.56626506024097","91.56626506024097","887.7469879518072","887.7469879518072","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","f","0","0","0","0","82","0","0","0","82","0","78","82","78","0","78","3","82","0","82","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","78","78","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","f","NA","space","space","space","space","f","867","NA","2002","27712","6523","5917","867","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","217266","4024","38263","31739","217771","157281","217264","217772","217188","51856","218639","45838","216688","4013","206705","Lexical Decision Task","76","73683","83","yes","1024"
